Step,MG1_Cost(Euro),MG2_Cost(Euro),MG3_Cost(Euro),MG4_Cost(Euro),DG_Cost(Euro),Total_System_Cost(Euro),Network_Loss(MW)
0,-0.10551859375000006,-0.17674250000000002,0.2611049999999999,-0.08302796875000007,-0.8913053125000003,-0.9954893750000006,0.06985434982684804
1,-0.19711514999999968,0.0,0.1566372375,-0.18175605000000009,-0.4392223374999994,-0.6614562999999991,0.06801488361836117
2,-0.21371355625,-0.27795888125000007,0.14980708124999995,-0.10057468749999986,-1.0670747062500001,-1.5095147500000001,0.0655227985211577
3,-0.11859113750000014,-0.2612242874999998,0.07373429999999997,-0.18457463750000003,-1.3469248000000003,-1.8375805625000003,0.06384047756003422
4,-0.7310835124999997,-0.4008571874999999,0.31607756249999996,-0.335493675,-4.3356015625,-5.4869583749999995,0.06042213274121788
5,-0.6403886499999997,-0.3386411875,0.09649424999999993,-0.212249675,-3.10154771875,-4.19633298125,0.06034149174515901
6,-0.5909135562499996,-0.4263244062499998,0.07629659999999992,-0.30078034375,-3.362342799999999,-4.6040645062499985,0.059365664860193984
7,-0.4199232187499998,-0.40222831249999974,0.06372152500000001,-0.30646752499999996,-2.855290331249999,-3.920187862499999,0.05931352194937984
8,0.22908399999999998,-0.47750760000000003,0.11361189999999999,-0.18846128124999995,-0.4823472000000002,-0.8056201812500002,0.06078437213705676
9,0.3619097062500001,-0.6384043875000001,0.2591040000000001,-0.2521106187499999,-1.0980419625,-1.3675432624999997,0.060433514277032585
10,-0.2790372937500001,-0.623321275,0.04315991875000004,-0.26000134375000006,-3.023909831250001,-4.143109825000002,0.059455914539940445
11,-1.51301835,-0.4493490000000001,0.0539079375,-0.34739655000000014,-6.159370400000002,-8.415226362500002,0.058221908762805204
12,-1.6894040999999995,-0.6519421499999998,0.16675735625000018,-0.2423028000000001,-6.164095612499999,-8.580987306249998,0.05879630290389202
13,-1.1528140499999997,-0.7610447999999999,0.10576338750000007,-0.25139895000000007,-5.229286537499999,-7.288780949999999,0.06054262995344319
14,-1.6875401999999997,-0.8495198999999999,0.12385849375000003,-0.36756674999999994,-7.165640475,-9.94640883125,0.06054289903008976
15,-1.5834655499999994,-0.5716665000000001,0.07223096250000006,-0.2718210000000001,-6.020833174999999,-8.375555262499999,0.06338723483663403
16,-1.6487150374999995,-0.64473384375,0.2686468125000001,-0.3204554062500001,-7.159824787500001,-9.5050822625,0.06460354665290172
17,-1.5107861999999994,-0.5756705624999999,0.2784352500000001,-0.35391386250000006,-7.09926,-9.261195375,0.06702046961445662
18,-1.7059619499999994,-0.533784625,0.0,-0.3211107625,-7.566169406249999,-10.12702674375,0.06941903989779125
19,-1.5625110874999997,-0.5696307375000002,0.18505106250000006,-0.2583429750000001,-7.171454400000002,-9.376888137500002,0.07267165518917798
20,-1.8528331249999996,-0.509142975,0.06825717500000002,-0.4147030249999999,-8.008253550000001,-10.716675500000001,0.07504237041160818
21,-1.8417955874999994,-0.5792227375,0.11164597500000008,-0.46600070000000005,-8.13472605,-10.910099099999998,0.07819537129727529
22,-1.7227033999999994,-0.3140152124999999,0.04468940000000007,-0.32043123749999997,-6.860770949999999,-9.173231399999999,0.08347905365228854
