Step,MG1_Cost(Euro),MG2_Cost(Euro),MG3_Cost(Euro),MG4_Cost(Euro),DG_Cost(Euro),Total_System_Cost(Euro),Network_Loss(MW)
56,-1.299879425,-0.22271632499999972,-1.6485855749999998,-0.8088903874999999,-9.33786055625,-13.317932268749999,0.254599158406029
57,-2.3407007812500003,-0.21869468749999998,-1.3353175000000002,-0.67999734375,-11.162293162500003,-15.737003475000003,0.2510732300223162
58,-2.3934382875000004,-0.26076488749999976,0.007787387499999916,0.0,-6.202167375000002,-8.848583162500002,0.25659582040431894
59,-1.7457325000000006,-0.13407046874999984,0.0,0.0,-4.586719243750002,-6.466522212500003,0.2579305877667929
60,-0.6438429687499996,-0.25031953124999995,0.0,-0.6429735937500001,-3.7506120687499998,-5.2877481625,0.25584794166244873
61,0.0,0.0,0.0,0.1992910000000001,-0.26222500000000015,-0.06293400000000005,0.26227035726550163
62,-0.6367079687500001,0.0,1.54389143125,0.0,-0.653945625,0.25323783749999995,0.25918861681956445
63,-1.41909375,0.0,1.364324925,0.0,-0.3760706249999999,-0.4308394499999999,0.2518230542975356
64,-2.2588937499999995,0.0,0.0,-0.89555140625,-7.69684618125,-10.8512913375,0.23596971435395409
65,-2.0497732812500002,0.0,0.0,0.0,-5.001446806250001,-7.051220087500001,0.23679348216200063
66,-1.5960173437500003,0.0,0.09928913124999993,-0.5833706249999999,-4.998936275,-7.079035112500001,0.23052760136406794
67,-1.80446625,0.0,0.0,-0.5954229687499997,-5.855729693749999,-8.255618912499997,0.2239600117642198
68,-1.5955825,0.0,-0.19226953124999935,-0.8360590625,-6.402343068749998,-9.026254162499997,0.21730668572010153
69,-1.7242223437499997,0.0,0.0,0.3915449937500004,-2.950037012499998,-4.2827143624999975,0.21785519783319296
70,-1.4575340624999997,0.0,0.7898557687500003,0.5163582500000001,-0.2611685937500008,-0.4124886375000001,0.2150570737782879
71,-1.8112592187499998,0.0,0.0,0.4516823687500004,-2.969334362499999,-4.328911212499998,0.2047678897245609
72,-1.6601393749999995,0.0,0.0,0.81343405625,-1.439188631249999,-2.2858939499999984,0.200720524880813
73,-1.48194078125,0.0,0.0,1.85087846875,-0.5656851249999999,-0.1967474375,0.2009302507643987
74,0.0,0.0,0.0,1.3553087125,-0.7316601875,0.6236485250000001,0.1954222211528584
75,0.0,0.0,0.0,0.10955542499999994,-0.14415187499999993,-0.03459644999999999,0.1804710417061951
76,-0.9004274999999997,0.0,0.0,0.1622696187500002,-1.6760722187499986,-2.414230099999998,0.1707840608307918
77,-0.4895464062499997,0.0,0.0,1.1368370937500005,-0.5762583750000001,0.07103231250000075,0.1705732492964374
78,-1.0319098437499998,0.0,0.0,0.4221273937500004,-1.1626089124999983,-1.7723913624999978,0.15775009743437446
79,-1.4552895312499998,0.0,0.0,0.7073556312500003,-1.2799225874999987,-2.027856487499998,0.15116473493117505
80,-0.4066254687499997,0.0,0.0,0.46792701249999935,-0.20906796874999944,-0.1477664249999998,0.146079555087691
81,-0.8185765624999997,0.0,0.20472547499999993,0.21223356249999978,-0.6586688500000002,-1.060286375,0.13737897077409555
82,-0.8225965624999998,0.0,0.0,0.7970321875000002,-0.2261300000000004,-0.251694375,0.1335299679060445
83,-0.33360796874999954,0.0,0.0,1.3444008125000004,-0.6620680937500002,0.3487247500000007,0.13133495744031398
84,-0.6685967187500004,-2.220446049250313e-16,0.0,0.79055449375,-0.37160656249999935,-0.24964878749999997,0.12166133656236944
85,-1.7026346875000002,0.0,0.0,0.6923121437500002,-1.93174228125,-2.942064825,0.11291009927654293
86,-1.6233971875000004,0.0,0.0,0.54097524375,-2.224273881250001,-3.3066958250000016,0.10703117344601826
87,-1.5596932812500004,0.0,0.0,0.48583800000000005,-2.1945973375000007,-3.2684526187500014,0.10196406640445335
88,-1.6639748125000005,0.0,0.0,0.11164027499999984,-3.583401212500002,-5.135735750000002,0.09541703495957199
89,-1.6109029625,0.0,0.0,-0.2392996125000002,-4.412021525,-6.2622241,0.08989443129156463
90,-1.7422855125,0.0,0.06461066249999992,0.0,-3.9321330000000008,-5.609807850000001,0.0862847030904041
91,-1.9187350000000003,0.0,0.0,-0.5925267187500001,-6.227929062500001,-8.739190781250002,0.08014972121414365
92,-2.01073725,0.0,0.0,-0.70731135,-7.0216255499999995,-9.739674149999999,0.07592364867719559
93,-1.9665648,0.0,0.0,-0.7768287000000001,-7.087099875000001,-9.830493375000001,0.07264774653154966
94,-2.1145157812499997,0.0,0.0,-0.69928515625,-6.978226325,-9.7920272625,0.06993673239980075
95,-0.10973933750000006,-0.18381220000000004,0.0,-0.08634908750000007,-0.8766937500000003,-1.2565943750000004,0.06985434982684804
