Step,MG1_Cost(Euro),MG2_Cost(Euro),MG3_Cost(Euro),MG4_Cost(Euro),DG_Cost(Euro),Total_System_Cost(Euro),Network_Loss(MW)
0,-0.10973933750000006,-0.18381220000000004,0.17406999999999995,-0.08634908750000007,-0.35448375000000054,-0.5603143750000008,0.07007890767878827
1,-0.2135414124999997,0.029166374999999876,0.17404137500000003,-0.19690238750000008,-0.42505387499999947,-0.6322899249999994,0.06801488361836117
2,-0.2415892375,-0.31421438750000014,0.17624362499999996,-0.11369312499999985,-1.016261625,-1.5095147500000001,0.0655227985211577
3,-0.14015316250000018,-0.30871961249999985,0.092167875,-0.21813366250000008,-1.2627420000000003,-1.8375805625000003,0.06384047756003422
4,-0.8640077874999997,-0.47374031249999987,0.210718375,-0.39649252500000004,-3.3699386249999987,-4.893460874999998,0.06067748989332713
5,-0.7568229499999997,-0.4002123125,0.12865899999999994,-0.25084052500000004,-2.862967125,-4.1421839125,0.06034149174515901
6,-0.6679892374999997,-0.4819319374999998,0.09537074999999993,-0.34001256250000006,-3.152196374999999,-4.546759362499999,0.059365664860193984
7,-0.47469581249999987,-0.4546928749999998,0.07496650000000003,-0.34644155,-2.719324124999999,-3.920187862499999,0.05931352194937984
8,0.4295325,-0.5397912000000001,0.142014875,-0.21304318749999995,-1.3112655000000002,-1.4925525125000003,0.06015347548957982
9,0.6386641875000002,-0.7216745250000002,0.16409920000000008,-0.2849946124999999,-1.8349558687500003,-2.03886161875,0.05970573739683373
10,-0.31543346250000015,-0.7046240500000002,0.045698737500000045,-0.2939145625000001,-2.975911262500001,-4.2441846000000005,0.059455914539940445
11,-1.6391032125,-0.48679475000000016,0.03414169375,-0.37634626250000014,-5.761037106250002,-8.229139637500001,0.05826463094457993
12,-1.8301877749999997,-0.7062706624999997,0.18637586875000023,-0.26249470000000014,-5.968410037499998,-8.580987306249998,0.05879630290389202
