Step,MG1_Cost(Euro),MG2_Cost(Euro),MG3_Cost(Euro),MG4_Cost(Euro),DG_Cost(Euro),Total_System_Cost(Euro),Network_Loss(MW)
0,-0.10973933750000006,-0.18381220000000004,0.0,-0.08634908750000007,-0.8913053125000003,-1.2712059375000004,0.06985434982684804
1,-0.2135414124999997,0.029166374999999876,0.0,-0.19690238750000008,-0.9787505999999995,-1.3600280249999994,0.06779388834803277
2,-0.2415892375,-0.31421438750000014,0.0,0.0,-1.3467549375000003,-1.9025585625000003,0.06558187049307929
3,-0.14015316250000018,-0.30871961249999985,0.0,-0.21813366250000008,-1.6418620000000002,-2.3088684375,0.06372693190886278
4,-0.8640077874999997,-0.47374031249999987,0.0,-0.39649252500000004,-4.2688999999999995,-6.003140624999999,0.06042213274121788
5,-0.7568229499999997,-0.4002123125,0.09649424999999993,-0.25084052500000004,-3.10154771875,-4.41292925625,0.06034149174515901
6,-0.6679892374999997,-0.4819319374999998,0.0,-0.34001256250000006,-3.7248343437499987,-5.214768081249998,0.05925174512143901
7,-0.47469581249999987,-0.4546928749999998,0.0,-0.34644155,-3.189575593749999,-4.465405831249999,0.05922415967072581
8,0.4295325,-0.5397912000000001,0.0,-0.21304318749999995,-1.8820859687500004,-2.2053878562500007,0.05998330045400238
9,0.6386641875000002,-0.6939178125000002,0.0,-0.2740332812499999,-2.5553908875000007,-2.8846777937500008,0.05949883727404902
10,-0.2911693500000001,-0.6504222000000001,0.0,-0.27130575000000007,-3.3354675750000005,-4.548364875000001,0.05939524327221686
11,-1.57606078125,-0.46807187500000014,0.025157037500000003,-0.36187140625000014,-6.233253262500002,-8.614100287500001,0.05826463094457993
12,-1.7597959374999996,-0.6791064062499997,0.0,-0.2523987500000001,-7.1050348875,-9.79633598125,0.058560874648294986
13,-1.2488818874999998,-0.8244651999999999,0.0,-0.27234886250000007,-5.954458949999999,-8.300154899999999,0.060399904918018846
14,-1.8281685499999998,-0.920313225,0.0,-0.3981973125,-7.9877238375,-11.134402925,0.060364891542108376
15,-1.7154210124999996,-0.6193053750000002,0.0,-0.29447275000000017,-6.674120887499999,-9.303320025,0.06328749965056962
16,-1.8637648249999996,-0.7288295625000001,0.0,-0.3622539375000001,-7.500768825000001,-10.45561715,0.06460354665290172
17,-1.7854745999999997,-0.6803379375,0.0,0.0,-6.2593702874999995,-8.725182825,0.06806795022986865
18,-2.0161368499999996,-0.630836375,0.0,-0.3794945375,-7.682572012499999,-10.709039774999997,0.06941903989779125
19,-1.8466040125,-0.6731999625000002,0.0,-0.30531442500000017,-7.171454400000002,-9.996572800000003,0.07267165518917798
20,-2.1054921875,-0.5785715625000001,0.0,-0.4712534374999999,-8.330037375,-11.4853545625,0.07490982252072136
21,-2.0929495312499995,-0.6582076562500001,0.11164597500000008,-0.5295462500000001,-8.13472605,-11.303783512499999,0.07819537129727529
22,-1.8793127999999995,-0.34256204999999995,0.0,-0.34956135,-7.07144955,-9.64288575,0.08338786227807557
23,-2.0028560999999994,-0.3074962500000001,0.0,-0.11810205000000017,-6.678249599999999,-9.106703999999999,0.08802290962256001
24,-2.13817546875,-0.00992937500000024,0.0,0.0,-5.670996787500002,-7.819101631250002,0.09370775286031713
25,-2.0584890625,-0.07613468749999996,0.0,0.0,-5.635406700000001,-7.770030450000001,0.09836369636223784
26,-2.21153671875,-0.11897437499999985,0.0,0.1424432625000001,-5.48103105,-7.669098881250001,0.10368993035947038
27,-2.1126169499999996,0.7292270624999998,0.0,0.2121846125000001,-4.809397725,-5.980603,0.109860088091571
28,-2.1621904499999998,-0.6706775999999999,-0.15740429999999989,0.4508176749999999,-6.097965637500001,-8.637420312500002,0.11399128764339614
29,-2.01550035,-0.8412466499999999,-0.20726985,0.446357975,-6.3217873125,-8.9394461875,0.11939491387370035
30,-2.0582223,-0.9842012999999998,-0.22677405000000003,0.0,-8.990293537500001,-12.259491187500002,0.12175829156881844
31,-2.2012253999999998,-1.2289208999999999,-0.1349523,0.0,-9.804021149999999,-13.36911975,0.12665401495015854
32,-2.3148861,-2.2441909500000006,-0.6775211999999998,0.6685540750000001,-11.248890262500002,-15.816934437500002,0.13234999645229467
33,-1.92208800625,-1.1677584437500006,-0.5583538937499998,0.07881282499999993,-10.097202637500002,-13.666590156250003,0.13987807741171024
34,-2.064648475,-0.7395943250000008,-0.010249518749999752,-0.18563156249999999,-8.609051137500003,-11.609175018750005,0.1475581757843552
35,-2.20335055,-0.8593753062499997,0.0,0.0,-8.7886915875,-11.85141744375,0.15417179699255557
36,-2.0920584375,-2.72383034375,-1.9552021125000003,0.0,-19.430086912500006,-26.201177806250005,0.14942137284342452
37,-2.0647646249999996,-2.63018685,-2.0763078937499997,0.0,-19.4305703625,-26.20182973125,0.15632524809714432
38,-1.9417188999999995,-2.5036972125,-1.8529087499999999,1.0540965750000002,-13.925662162500002,-19.16989045,0.17179974010830762
39,-1.9305803,-2.534591675,-1.275519575,0.0,-17.222074650000003,-22.962766200000004,0.17088983350096681
40,-1.0783070374999995,-2.7161249499999998,-1.9376396874999995,-0.3507389874999998,-18.2484319875,-24.331242649999997,0.1764810659696659
41,-1.5109835999999994,-2.591012812499999,-1.3273007999999997,-1.2888202687499999,-21.114083512499995,-27.832200993749993,0.17695468423943173
42,-1.7827867312499996,-2.5569119624999987,-0.6271071187499997,-1.5081050249999997,-20.349719774999997,-26.824630612499995,0.1825039023533565
43,0.03689399999999949,-2.5120026749999993,-0.7087751999999993,-1.5264382874999998,-14.919822224999997,-19.630144387499996,0.19541231416805477
44,-0.4108316249999998,-2.3966007500000006,-1.2912790000000003,-1.725660875,-19.220428425,-25.044800675,0.19649131622020768
45,-1.6878016249999999,-2.4815682500000005,-1.5729533749999995,-1.0241663749999999,-22.329415762499995,-29.095905387499997,0.19964395496000978
46,-1.883328375,-2.4280431250000003,-2.0852707500000003,-1.7320023749999998,-26.8245272625,-34.9531718875,0.19886299478212743
47,-2.0791163749999995,-2.2999433750000002,-2.668903125,-1.9496557499999998,-29.692141462499997,-38.6897600875,0.20093327240062536
48,-2.4752601250000006,-1.8304173750000001,-2.5994133749999997,-8.881784197001253e-17,-22.786799887499996,-29.691890762499995,0.2188897779125098
49,-2.5531507500000004,-0.2660797500000001,-2.516314375,-8.881784197001253e-17,-17.6072980875,-22.9428429625,0.2335367860224996
50,-2.19899425,-1.2577441249999999,-2.46322525,-1.1567587500000003,-23.3531838375,-30.4299062125,0.22434440927710586
51,-1.5051213750000003,-1.858497625,-2.508470125,0.0,-19.377894112499998,-25.249983237499997,0.23396973640980978
52,-2.262754375,-0.4831310000000002,-1.4928808750000007,-0.7449135,-16.446143175,-21.429822925,0.2401247996920809
53,-2.287357,-0.71986175,-1.2939063750000006,0.0,-14.1937129125,-18.494838037500003,0.2458639581036885
54,-2.174454875,-0.7111801249999999,-1.267805,-0.766736625,-16.2365828625,-21.1567594875,0.24278430682218116
55,-1.1993300000000002,-0.7529695000000003,-1.4489107500000005,-0.770648,-13.767132225000001,-17.938990475000004,0.24752689911330356
56,-0.9999072500000001,-0.17132024999999979,-1.26814275,-0.6222233749999999,-10.1032589625,-13.1648525875,0.254599158406029
57,-1.8725606250000002,-0.17495575,-1.0682540000000003,-0.543997875,-12.077235225000003,-15.737003475000003,0.2510732300223162
58,-1.8411063750000005,-0.20058837499999982,0.0,-0.6378218750000001,-8.8424048625,-11.521921487500002,0.2521646408236341
59,-1.3965860000000005,-0.10725637499999988,0.0,-0.6334377500000001,-7.053024412500001,-9.190304537500001,0.2535414055073015
60,-0.5150743749999996,-0.20025562499999996,0.0,-0.5143788750000001,-4.0580392875,-5.2877481625,0.25584794166244873
61,0.0,0.9825665624999999,0.0,0.1468460000000001,-0.20978000000000013,0.9196325624999999,0.26227035726550163
62,-0.5093663750000001,0.0,0.0,0.0,-1.6809090375000004,-2.1902754125000006,0.25499379424652235
63,-1.135275,0.23259591250000006,0.0,-0.314526375,-3.6878209500000003,-4.9050264125,0.24852098616165078
64,-1.8071149999999996,0.49202448750000016,0.0,-0.716441125,-6.008191199999998,-8.039722837499998,0.24115887540338216
65,-1.6398186250000002,0.0,0.0,-0.573706875,-7.304634150000001,-9.518159650000001,0.23301605133000247
66,-1.2768138750000002,1.4728387625000001,0.07316041249999995,-0.46669649999999996,-0.37500000000000006,-0.5725112000000001,0.2463715181274005
67,-1.443573,1.3220683124999997,0.0,-0.47633837499999976,-6.3357075374999985,-6.9335505999999985,0.2239600117642198
68,-1.276466,0.0,-0.15381562499999948,0.0,-4.7199293624999985,-6.150210987499998,0.22153174647903787
69,-1.3793778749999999,0.0,0.0,0.0,-4.551946987499999,-5.931324862499999,0.21525060555434605
70,-1.1660272499999997,0.0,0.0,0.38047450000000016,-2.054224424999999,-2.8397771749999983,0.21312771874576736
71,-1.4490073749999999,0.0,0.0,0.0,-4.7817243375,-6.2307317125,0.20187124557802155
72,-1.3281114999999997,0.0,0.0,0.0,-4.382767949999999,-5.710879449999998,0.19556733317810887
73,-1.1855526250000001,0.46031781250000015,0.23850207499999987,0.0,-0.6178870500000004,-1.1046197875000006,0.19419818807269928
74,0.609180749999999,0.0,0.0,2.1399611249999997,-0.0,2.7491418749999985,0.18699010379055078
75,0.0,0.0,0.0,0.0,-0.0,0.0,0.17981984274361829
76,-0.7203419999999998,0.0,0.0,0.11956708750000015,-1.8134551874999985,-2.4142300999999984,0.1707840608307918
77,-0.39163712499999975,0.0,0.0,0.0,-1.2924025124999992,-1.6840396374999989,0.16403548977691146
78,-0.8255278749999999,0.0,0.33996235000000014,0.6665169375000006,-1.121562337499999,-0.9406109249999981,0.15638080863965573
79,-1.164231625,0.0,0.0,0.5212094125000003,-1.3848342749999984,-2.027856487499998,0.15116473493117505
80,-0.3253003749999998,0.0,0.0,0.738832124999999,-1.0734912374999994,-0.6599594875000003,0.14361791779605154
81,-0.6548612499999997,1.0117884375,0.0,0.33510562499999963,-2.161042124999999,-1.469009312499999,0.13590878056690325
82,-0.6580772499999998,0.0,0.0,0.0,-2.1716549249999995,-2.8297321749999993,0.1295458903242897
83,-0.2668863749999996,0.0,0.0,2.1227381250000006,-0.8807250374999988,0.9751267125000022,0.12468516922698956
84,-0.5348773750000003,0.6387448374999999,0.0,0.0,-0.375,-0.27113253750000044,0.12244636113644525
85,-1.3621077500000003,0.0,0.0,0.0,-4.4949555750000005,-5.857063325,0.10975962094739336
86,-1.2987177500000004,0.0,0.0,0.8541714374999999,-4.285768575000001,-4.730314887500002,0.10464229961650012
87,-1.2477546250000005,0.0,0.0,0.0,-4.117590262500001,-5.365344887500002,0.09976037280226854
88,-1.2799806250000003,0.0,0.0,0.08683132499999989,-3.814588387500002,-5.007737687500002,0.09541703495957199
89,-1.239156125,0.0,0.0,-0.18407662500000016,-4.696668075000001,-6.119900825000001,0.08989443129156463
90,-1.340219625,0.0,0.050252737499999936,-0.1569727499999999,-4.703829075,-6.1507687125,0.08570296036980357
91,-1.5349880000000002,0.0,0.0,0.0,-5.065460400000001,-6.600448400000001,0.0818437985023795
92,-1.675614375,0.0,0.0,-0.589426125,-7.4746336499999995,-9.739674149999999,0.07592364867719559
93,-1.6388040000000001,0.0,0.0,-0.6473572500000002,-7.544332125,-9.830493375,0.07264774653154966
