Step,MG1_Cost(Euro),MG2_Cost(Euro),MG3_Cost(Euro),MG4_Cost(Euro),DG_Cost(Euro),Total_System_Cost(Euro),Network_Loss(MW)
46,-2.4483268875,-3.1564560625,-2.710851975,-2.2516030874999995,-26.8245272625,-37.391765275,0.19886299478212743
47,-2.7028512874999997,-2.9899263875,-3.4695740625,-2.534552475,-29.692141462499997,-41.389045675,0.20093327240062536
48,-3.2178381625000005,-2.3795425875,-2.3092638912203257e-16,-1.1546319456101628e-16,-14.208735750000002,-19.8061165,0.2249465148409821
49,-3.3190959750000006,-0.34590367500000013,-1.1546319456101628e-16,-1.5754063,-13.302568950000003,-18.542974900000004,0.23155681284921853
50,-2.8586925250000004,-1.6350673624999998,-3.2021928249999996,-1.5037863750000002,-23.3531838375,-32.552922925000004,0.22434440927710586
51,-1.9566577875000004,-2.4160469125,0.0,0.0,-11.0999427,-15.4726474,0.24000945385216768
52,0.0,-0.6280703000000003,-1.9407451375000007,0.0,-6.520839187500003,-9.089654625000003,0.2560849528143608
53,-2.9735641000000004,-0.935820275,-1.6820782875000007,-0.9328156500000001,-16.561629562500002,-23.085907875000004,0.24099517549182897
54,-2.8267913375,-0.9245341625,-1.6481465000000002,-0.9967576124999998,-15.990574031249999,-22.38680364375,0.24278430682218116
55,-1.5591290000000002,-0.9788603500000003,-1.8835839750000005,0.0,-11.223993825,-15.645567150000002,0.25283655105602615
56,-1.299879425,-0.22271632499999972,-1.6485855749999998,0.0,-8.049921824999998,-11.221103149999998,0.25893903675589997
57,-2.4343288125000004,-0.227442475,-1.3887302000000001,0.0,-10.2820422375,-14.332543725,0.2548376697908071
58,2.6645352591003756e-16,-0.26076488749999976,0.0,0.0,-0.6619416374999993,-0.9227065249999988,0.26566737423709347
59,-1.8155618000000007,-0.13943328749999984,0.0,0.0,-4.962679837500001,-6.917674925000002,0.2579305877667929
60,-0.6695966874999996,-0.26033231249999994,0.0,-0.6686925375000001,-4.0580392875,-5.6566608249999994,0.25584794166244873
61,0.0,0.0,0.0,0.1468460000000001,-0.2727140000000002,-0.1258680000000001,0.26227035726550163
62,-0.6621762875000001,0.0,0.0,0.0,-1.6809090375000004,-2.3430853250000006,0.25499379424652235
63,-1.4758575,0.0,0.0,-0.4088842875,-4.7843445375,-6.669086325,0.24603163816675203
64,-2.3492494999999995,0.0,0.0,-0.9313734625,-8.327735212499999,-11.608358174999998,0.23596971435395409
65,-2.1317642125000003,0.0,0.0,-0.7458189374999998,-7.304634150000001,-10.182217300000001,0.23301605133000247
66,-1.6598580375000003,0.0,0.0,-0.60670545,-5.753584237500002,-8.020147725000001,0.23027555107156344
67,-1.8766449,0.0,0.0,-0.6192398874999997,-6.3357075374999985,-8.831592324999999,0.2239600117642198
68,-1.6594058,0.0,-0.19996031249999932,0.0,-4.7199293624999985,-6.579295474999998,0.22153174647903787
69,-1.7242223437499997,0.0,0.0,0.6182289375000006,-4.551946987499999,-5.657940393749998,0.21525060555434605
70,-1.5158354249999997,0.0,0.0,0.0,-3.847889924999999,-5.363725349999999,0.2097385366353768
71,-1.8837095874999998,0.0,0.0,0.3328185875000003,-3.2127224249999986,-4.763613424999998,0.2047678897245609
72,-1.7265449499999996,0.0,0.0,0.5993724625,-1.557154912499999,-2.684327399999999,0.200720524880813
73,-1.5412184125000001,0.0,0.0,1.3638051875000001,-0.6038221500000001,-0.7812353750000001,0.2009302507643987
74,0.0,0.0,0.0,0.9986485250000001,-0.8029922250000001,0.1956563,0.1954222211528584
75,0.3501717625000001,0.0,0.0,0.0,-0.5250736125000001,-0.17490184999999997,0.18183813361394935
76,-0.9364445999999997,0.0,0.0,0.11956708750000015,-1.8134551874999985,-2.630332699999998,0.1707840608307918
77,-0.5091282624999997,0.0,0.0,0.0,-1.2924025124999992,-1.801530774999999,0.16403548977691146
78,-1.0731862374999999,0.0,0.0,0.31104123750000034,-1.2579047249999982,-2.0200497249999976,0.15775009743437446
79,-1.5135011125,0.0,0.0,0.5212094125000003,-1.3848342749999984,-2.377125974999998,0.15116473493117505
80,-0.42289048749999975,0.0,0.0,0.34478832499999956,-0.21743068749999944,-0.2955328499999996,0.146079555087691
81,-0.8513196249999997,0.0,0.0,0.0,-2.161042124999999,-3.0123617499999984,0.13590878056690325
82,-0.8225965624999998,0.0,0.0,0.5872868750000002,-0.2261300000000004,-0.4614396875,0.1335299679060445
83,-0.3469522874999995,0.0,0.0,0.9906111250000005,-0.7194817125000003,-0.07582287499999929,0.13133495744031398
84,-0.6953405875000004,-2.3092638912203257e-16,0.0,0.5825138375000001,-0.38647082499999935,-0.4992975749999999,0.12166133656236944
85,-1.7707400750000004,0.0,0.0,0.5101247375000002,-2.0900818125,-3.3506971500000002,0.11291009927654293
86,-1.6883330750000005,0.0,0.0,0.3986133375,-2.4065914125000014,-3.696311150000002,0.10703117344601826
87,-1.6220810125000005,0.0,0.0,0.3778740000000001,-2.3361842625000007,-3.580391275000001,0.10196406640445335
88,-1.6639748125000005,0.0,0.0,0.08683132499999989,-3.814588387500002,-5.391731875000002,0.09541703495957199
89,-1.6109029625,0.0,0.0,0.0,-4.0892152125,-5.700118175,0.0905950976371615
90,-1.7422855125,0.0,0.0,-0.2040645749999999,-4.9407348375,-6.887084925,0.08559971101714767
91,-1.9954844000000005,0.0,0.0,0.0,-5.065460400000001,-7.0609448000000015,0.0818437985023795
92,-2.1782986875,0.0,0.0,-0.7662539625000001,-7.4746336499999995,-10.4191863,0.07592364867719559
93,-2.1304452,0.0,0.0,-0.8415644250000002,-7.544332125,-10.51634175,0.07264774653154966
94,0.0,0.0,0.0,-0.7272565625,-1.8461128125000001,-2.5733693750000004,0.07399352952392382
95,-0.10973933750000006,-0.18381220000000004,0.16536649999999994,-0.08634908750000007,-0.3603918125000005,-0.5749259375000007,0.07007890767878827
