timestamp,action,reward,battery_soc,diesel_power,battery_power,grid_power,load_shedding,renewable_curtailment,fuel_level,power_balance_error,total_generation,total_consumption,renewable_generation,load_demand,has_line_violation,line_violations
2019-02-21 00:00:00,"[-1, -1]",-0.0,0.4995414554210526,0.0,0.8712346999999996,0.0,0.0,0.0,100.0,0.0,3.9792346999999997,3.9792346999999997,3.108,3.9792346999999997,False,{}
2019-02-21 00:15:00,"[-1, -1]",-0.0,0.49933355799999996,0.0,0.39500509999999966,0.0,0.0,0.0,100.0,0.0,3.5030050999999998,3.5030050999999998,3.108,3.5030050999999998,False,{}
2019-02-21 00:30:00,"[-1, -1]",-0.0,0.49893700799999996,0.0,0.7534450000000006,0.0,0.0,0.0,100.0,0.0,3.8614450000000007,3.8614450000000007,3.108,3.8614450000000007,False,{}
2019-02-21 00:45:00,"[-1, -1]",-0.0,0.49877724626315784,0.0,0.30354729999999996,0.0,0.0,0.0,100.0,0.0,3.4115473,3.4115473,3.108,3.4115473,False,{}
2019-02-21 01:00:00,"[-1, -1]",0.015884953500000007,0.49877724626315784,0.0,0.0,-0.4887678000000002,0.0,0.0,100.0,0.0,2.5592322,2.5592322,3.048,2.5592322,False,{}
2019-02-21 01:15:00,"[-1, -1]",-0.0,0.49870426931578943,0.0,0.13865619999999979,0.0,0.0,0.0,100.0,0.0,3.1866562,3.1866562,3.048,3.1866562,False,{}
2019-02-21 01:30:00,"[-1, -1]",0.007977758749999985,0.49870426931578943,0.0,0.0,-0.24546949999999956,0.0,0.0,100.0,0.0,2.8025305000000005,2.8025305000000005,3.048,2.8025305000000005,False,{}
2019-02-21 01:45:00,"[-1, -1]",0.008877817000000007,0.49870426931578943,0.0,0.0,-0.2731636000000002,0.0,0.0,100.0,0.0,2.7748364,2.7748364,3.048,2.7748364,False,{}
2019-02-21 02:00:00,"[-1, -1]",-0.0,0.4985506506315789,0.0,0.2918755000000002,0.0,0.0,0.0,100.0,0.0,3.3158755,3.3158755,3.024,3.3158755,False,{}
2019-02-21 02:15:00,"[-1, -1]",0.0005872457499999983,0.4985506506315789,0.0,0.0,-0.01806909999999995,0.0,0.0,100.0,0.0,3.0059309,3.0059309,3.024,3.0059309,False,{}
2019-02-21 02:30:00,"[-1, -1]",0.001836038749999992,0.4985506506315789,0.0,0.0,-0.05649349999999975,0.0,0.0,100.0,0.0,2.9675065000000003,2.9675065000000003,3.024,2.9675065000000003,False,{}
2019-02-21 02:45:00,"[-1, -1]",0.013376476750000005,0.4985506506315789,0.0,0.0,-0.4115839000000001,0.0,0.0,100.0,0.0,2.6124161,2.6124161,3.024,2.6124161,False,{}
2019-02-21 03:00:00,"[-1, -1]",-0.0,0.49850156978947363,0.0,0.09325360000000016,0.0,0.0,0.0,100.0,0.0,3.1532536,3.1532536,3.06,3.1532536,False,{}
2019-02-21 03:15:00,"[-1, -1]",-0.0,0.498474830368421,0.0,0.05080489999999971,0.0,0.0,0.0,100.0,0.0,3.1108048999999998,3.1108048999999998,3.06,3.1108048999999998,False,{}
2019-02-21 03:30:00,"[-1, -1]",0.01596762374999999,0.498474830368421,0.0,0.0,-0.4913114999999997,0.0,0.0,100.0,0.0,2.5686885000000004,2.5686885000000004,3.06,2.5686885000000004,False,{}
2019-02-21 03:45:00,"[-1, 1]",0.0014461849999999976,0.498474830368421,0.0,0.0,-0.044497999999999927,0.0,0.0,100.0,0.0,3.015502,3.015502,3.06,3.015502,False,{}
2019-02-21 04:00:00,"[-1, 1]",0.009219551250000006,0.498474830368421,0.0,0.0,-0.28367850000000017,0.0,0.0,100.0,0.0,2.9083215,2.9083215,3.192,2.9083215,False,{}
2019-02-21 04:15:00,"[1, 1]",-0.0,0.498724178435921,0.0,-0.5249433000000003,0.0,0.0,0.0,100.0,0.0,2.6670567,2.6670567,3.192,2.6670567,False,{}
2019-02-21 04:30:00,"[-1, 1]",0.011633235250000006,0.498724178435921,0.0,0.0,-0.35794570000000014,0.0,0.0,100.0,0.0,2.8340543,2.8340543,3.192,2.8340543,False,{}
2019-02-21 04:45:00,"[-1, -1]",0.0012480195000000038,0.498724178435921,0.0,0.0,-0.03840060000000012,0.0,0.0,100.0,0.0,3.1535994,3.1535994,3.192,3.1535994,False,{}
2019-02-21 05:00:00,"[-1, 1]",0.02321850049999999,0.498724178435921,0.0,0.0,-0.7144153999999996,0.0,0.0,100.0,0.0,2.7775846000000004,2.7775846000000004,3.492,2.7775846000000004,False,{}
2019-02-21 05:15:00,"[-1, 1]",0.031705934,0.498724178435921,0.0,0.0,-0.9755672,0.0,0.0,100.0,0.0,2.5164328,2.5164328,3.492,2.5164328,False,{}
2019-02-21 05:30:00,"[-1, 1]",0.007620804749999998,0.498724178435921,0.0,0.0,-0.23448629999999993,0.0,0.0,100.0,0.0,3.2575137,3.2575137,3.492,3.2575137,False,{}
2019-02-21 05:45:00,"[-1, 1]",-0.0,0.4982790957517105,0.0,0.8456570999999995,0.0,0.0,0.0,100.0,0.0,4.3376570999999995,4.3376570999999995,3.492,4.3376570999999995,False,{}
2019-02-21 06:00:00,"[-1, 1]",-0.0,0.49749774554118414,0.0,1.4845653999999993,0.0,0.0,0.0,100.0,0.0,5.016565399999999,5.016565399999999,3.532,5.016565399999999,False,{}
2019-02-21 06:15:00,"[-1, 1]",-0.0,0.4965060423832894,0.0,1.8842359999999996,0.0,0.0,0.0,100.0,0.0,5.416236,5.416236,3.532,5.416236,False,{}
2019-02-21 06:30:00,"[-1, 1]",-0.0,0.4951627023306578,0.0,2.5523461000000003,0.0,0.0,0.0,100.0,0.0,6.0843461,6.0843461,3.532,6.0843461,False,{}
2019-02-21 06:45:00,"[-1, 1]",-0.0,0.49352571448855254,0.0,3.1102769000000006,0.0,0.0,0.0,100.0,0.0,6.642276900000001,6.642276900000001,3.532,6.642276900000001,False,{}
2019-02-21 07:00:00,"[1, 1]",-0.12496353500000001,0.49352571448855254,0.0,0.0,4.998541400000001,0.0,0.0,100.0,0.0,8.478541400000001,8.478541400000001,3.48,8.478541400000001,False,{}
2019-02-21 07:15:00,"[-1, 1]",-0.0,0.4909136809096052,0.0,4.962863800000001,0.0,0.0,0.0,100.0,0.0,8.442863800000001,8.442863800000001,3.48,8.442863800000001,False,{}
2019-02-21 07:30:00,"[-1, 1]",-0.0,0.48934007669907886,0.0,2.989848,0.0,0.0,0.0,100.0,0.0,6.469848,6.469848,3.48,6.469848,False,{}
