Step,Bus_1,Bus_2,Bus_3,Bus_4,Bus_5,Bus_6,Bus_7,Bus_8,Bus_9,Bus_10,Bus_11,Bus_12,Bus_13,Bus_14,Bus_15,Bus_16,Bus_17,Bus_18,Bus_19,Bus_20,Bus_21,Bus_22,Bus_23,Bus_24,Bus_25,Bus_26,Bus_27,Bus_28,Bus_29,Bus_30,Bus_31,Bus_32,Bus_33
20,1.05,1.0481677652645685,1.0395300575824769,1.035048808836365,1.0306371794366125,1.019638459273561,1.0176395564687326,1.0149898794715648,1.0111784557066057,1.007657352467934,1.0071398288247067,1.006241886302642,1.0026038398866075,1.0012660638529451,1.0004654315929442,0.9997116078380149,0.9986509246439553,0.9983754991590799,1.0478225997512196,1.0454862823067868,1.0450262486029955,1.044610060814236,1.0372083930841633,1.0328903522275512,1.0307394769120126,1.0184403987727293,1.0168507520953856,1.0097477183520307,1.0046512926375641,1.002459664618816,0.9999553146516609,0.9994181005983108,0.999287623679649
21,1.05,1.0481297211055045,1.0393128397183509,1.0347394997938146,1.0302373727245273,1.0190121782087682,1.0169708442646366,1.0142655103903413,1.0103883808956375,1.0068080383855633,1.006282192698807,1.0053703035099029,1.0016779561212674,1.0003215145989024,0.9995137599552177,0.9987560183234246,0.9976972930710738,0.9974283135334322,1.047777333785294,1.0453921052032162,1.0449224393626146,1.0444975360677968,1.0369419566733027,1.0325323279502823,1.0303357871683707,1.0177902692805976,1.0161691245674778,1.0089242414376047,1.003726542902794,1.0014927766773922,0.9989461736813863,0.9984013726567175,0.9982730348789263
22,1.05,1.0480727780713415,1.038977125868341,1.03424039999416,1.0295738923952105,1.0179458471880922,1.0158177307024183,1.0129709008207555,1.008921505689142,1.0051748954860051,1.0046228082436646,1.0036630309682222,0.9997657582074063,0.9983278037485565,0.9974523564989999,0.9966178735742974,0.9954163102305198,0.9950825948383019,1.0477127348363529,1.0452756537076355,1.0447957764163283,1.044361633366597,1.036553825388787,1.0320466537746809,1.029801476081119,1.016687150206224,1.0150165429495794,1.0075546147188648,1.0021991819919789,0.9998923381128908,0.9972404338299239,0.9966676763756009,0.9965180876363744
23,1.05,1.048016262885268,1.0386454548410082,1.0337502773437555,1.0289248237257833,1.016905999529977,1.0147041808232962,1.0117441001396548,1.0075028588604342,1.003570582605032,1.0029890738189637,1.0019754570796988,0.9978471082865235,0.9963168828162615,0.9953638246937089,0.9944408692603314,0.9930735371645432,0.9926640471217946,1.0476481685246597,1.045156556692278,1.044665940470725,1.0442220803097224,1.0361670318238316,1.0315572810392473,1.0292609529669654,1.0156053427018212,1.0138781349956043,1.0061689990354483,1.000633324008572,0.9982414330280426,0.9954610200388598,0.9948529759090569,0.9946740185669746
24,1.05,1.0479669628381636,1.038360782644794,1.0333386657727335,1.0283873363327687,1.0160558552760262,1.0138023167466546,1.0107734522257596,1.0064326729565396,1.0024082504337544,1.0018131672576915,1.0007759450155123,0.9965516202397801,0.9949859795398277,0.994011410996801,0.9930679900162412,0.9916712880567371,0.9912537334883383,1.047590458795412,1.0450418861659732,1.0445400523779775,1.0440860419355238,1.0358248666673378,1.0311081230091765,1.0287584413043092,1.0147177846538529,1.012940419722557,1.005010205120941,0.9993143396831045,0.9968495032458229,0.9939688804267693,0.9933352007653343,0.9931388671377093
25,1.05,1.0479118323621073,1.0380402020651078,1.0328906810277143,1.027813247187037,1.0151680581109908,1.0128548716033325,1.0097425547306649,1.0053127011437482,1.0012070531276371,1.000600321255638,0.9995432520957486,0.9952400990590823,0.9936464447256103,0.9926581672730547,0.9917039460830409,0.9902976938968487,0.989882154902301,1.04752659118914,1.0449188381564776,1.0444053496085166,1.0439407932034375,1.0354186723070966,1.0305378230186395,1.0280802811879388,1.0137972230352628,1.0119763007847664,1.0038517198545602,0.9980161972946335,0.995490889114225,0.9925394738594336,0.9918902197518343,0.9916890601000123
26,1.05,1.0478697518760376,1.0378034049397906,1.032540626422821,1.0273520129970497,1.0144280376052521,1.0120697524867617,1.008904348979537,1.0043765797918283,1.0001809981784373,0.9995612012514898,0.9984816489872453,0.9940881572853675,0.9924617893181988,0.9914555574947747,0.9904855535128737,0.9890600985693156,0.9886419744960216,1.0474754902804881,1.044806636171267,1.0442811145337207,1.0438056697411233,1.0351460538025126,1.0302033137427486,1.027740927106417,1.0130235216461887,1.0111578221454736,1.0028334301001687,0.9968543357436666,0.9942668590965971,0.9912426596048443,0.9905773927812789,0.9903712712728909
27,1.05,1.047799565686953,1.037389090147034,1.0319238689547912,1.0265314581713063,1.0131076931591845,1.0106243727688586,1.0072497718371825,1.002413713468539,0.9979162913513838,0.9972478289200158,0.9960781963823334,0.9912934788784755,0.9895084596940585,0.9883620013796955,0.9872288292259999,0.9854902686734918,0.9849246603806602,1.0473960231876822,1.0446643016050736,1.0441263989206313,1.043639750786975,1.0346679267377248,1.0296064239208376,1.0270848050774015,1.0116676517593264,1.009754719842389,1.001219559003544,0.9950890149664243,0.9924359556630519,0.9893349649591604,0.9886528037500911,0.9884414471352407
28,1.05,1.0477802162984031,1.0372980842661754,1.031819487198485,1.0264201996439102,1.012965440771935,1.0105323188073696,1.0072931154174427,1.0026911495070687,0.9984392586016814,0.9978143402566676,0.996729990170657,0.9923357210572579,0.9907198243798294,0.9897530537821393,0.9888430488486141,0.9875632537629709,0.9872315524474105,1.0473672024552834,1.0445713214445034,1.0440207831915973,1.0435227013110078,1.034530311079688,1.029385354901282,1.0268400692534974,1.0114907744280466,1.0095318071428396,1.0007912190185946,0.9945130631417364,0.9917960828552291,0.9886202458074357,0.9879216180809205,0.9877051589402317
29,1.05,1.0477266717775884,1.036990650439212,1.0313742262303909,1.0258386788313227,1.0120444957163843,1.0095487607120008,1.0062238692629337,1.0015506667824134,0.997236533518433,0.9966033974356747,0.9955059878227951,0.9910642269846762,0.9894340307805686,0.9884685031708814,0.987566415966614,0.9863158456498917,0.9860060940819191,1.0473040034585186,1.0444427202958824,1.0438793016364656,1.0433695643521788,1.0341623401459858,1.0289057571546618,1.0263104942744103,1.0105333336391933,1.0085258402669646,0.999568708081095,0.9931349471342366,0.9903505810322977,0.9870958290740373,0.9863798395807961,0.9861580004453167
30,1.05,1.047675351789305,1.0366977654192995,1.0309560513288092,1.025297394804393,1.0111947186104886,1.0086486347779535,1.0052633001999538,1.0005101257277047,0.9961250258612656,0.995482223946849,0.9943690256898081,0.9898677146125059,0.988218218320083,0.9872492018764231,0.9863493809388937,0.9851168766724558,0.9848236341280066,1.0472429011974882,1.04431534797722,1.0437388778887082,1.0432173303371826,1.0338046037591848,1.0284277257453,1.0257746978291278,1.0096466038742475,1.0075899747213422,0.9984135763281112,0.9918222509542743,0.9889696483118319,0.9856349778517659,0.9849014057016173,0.9846741180874657
31,1.05,1.0476257682105574,1.0364161907918972,1.030566553404038,1.0248029362905628,1.0104347430796958,1.007854880293743,1.0044423571370604,0.9996367478893033,0.9952085363115174,0.9945607775048926,0.9934407630364749,0.9889199533545047,0.9872679844202995,0.9863120070577696,0.9854344558924854,0.9842600673277933,0.9840031748909788,1.0471834491398866,1.044189039639213,1.0435994025712574,1.0430659400822941,1.0334449498882425,1.0279208191116225,1.0251838584887754,1.0088494077584376,1.0067432844185549,0.9973460190096181,0.9905959756003131,0.9876746346086197,0.9842594506055857,0.9835081647910041,0.9832753880664626
32,1.05,1.0476080841827553,1.0363371981333487,1.0304505743747359,1.0246558272946253,1.010198012695367,1.0076495678286077,1.004337840340429,0.9996945343105146,0.995439842970206,0.9948236166205214,0.9937661534502417,0.9895347549532681,0.9880097249953911,0.9871929518189534,0.9864899718009198,0.9856777668314349,0.9856074119855963,1.047155865717038,1.0440943883140934,1.0434915424930553,1.0429461271590323,1.0333600771581195,1.027836373763294,1.0251616247411797,1.0085760825910592,1.0064212959961258,0.9968068707452615,0.9899007714242373,0.9869118437177111,0.9834174908107016,0.9826487871082777,0.982410612907891
33,1.05,1.0475165385073044,1.035789497583256,1.029629736664795,1.023558143864451,1.0084253536327645,1.005692975795163,1.0020584551277851,0.9970047501252154,0.992346129805799,0.9916642501727767,0.990484666239085,0.9857205630301734,0.9839782292133772,0.9829655666375859,0.9820328648076627,0.9807761075239569,0.9804940829021396,1.0470543860101076,1.043925603619405,1.0433095022452799,1.0427520915974726,1.0327327748266573,1.0270589202853333,1.0242984762661125,1.0067641170190724,1.0045570554865395,0.9947093495313941,0.9876356009370447,0.9845740597283748,0.9809946305964703,0.9802072090971624,0.9799632345114972
34,1.05,1.0474437631366795,1.0353607753432557,1.02904375547019,1.0228159080489128,1.0072950237851994,1.0044674896095118,1.0006859118496525,0.9953844017993686,0.9904856780450749,0.9897657009345466,0.9885163257956353,0.9834522418425082,0.9815899683821137,0.980476051212871,0.9794277479336378,0.9779540059475074,0.9775725859950035,1.0469717242627694,1.0437759575419208,1.0431466636697428,1.04257731466018,1.0321707455863984,1.0262367473531668,1.0232811056647746,1.0056055776263761,1.0033616987605323,0.9933451736278207,0.9861523476418551,0.9830452086061966,0.9794370826447871,0.9786493316907879,0.9784209834723102
35,1.05,1.0473694520390568,1.0349220361289557,1.0283918260260592,1.0219494404875722,1.005901525988788,1.0029489345832867,0.9989621186998887,0.9933194234110531,0.9880864238534929,0.9873125178487565,0.9859632610901548,0.9804649968826765,0.9784265408542352,0.9771566670015968,0.9759267887359979,0.9741044007480175,0.9735586540371604,1.0468876078082179,1.04362540347339,1.0429830246800182,1.042401834549935,1.0316628925985067,1.0256000096799236,1.022578833936753,1.004170401551537,1.0018708663217835,0.9916074082644099,0.9842364008292183,0.9810501805403404,0.9773415221999977,0.976529749423706,0.9762889547427152
36,1.05,1.047423264060277,1.0352959257001546,1.0288777805123515,1.0225591253398854,1.0067917208629031,1.0040175316366697,1.0004166260159768,0.9954577066497154,0.9909239028128158,0.9902699236907765,0.9891511605813196,0.9846903190484279,0.9830920201968472,0.9822658766164297,0.9815778132514306,0.9808501885719012,0.9808523130809627,1.046931798657228,1.0436044028602347,1.0429491844954193,1.042356375183574,1.0322042968140732,1.0264960570086137,1.0238852628442574,1.00501982922296,1.0026655972034164,0.9921611273891876,0.9846153786876802,0.9813493938960682,0.9775304078612732,0.9766902806312616,0.9764299731529607
37,1.05,1.047299856269252,1.0345446597631376,1.027704733614833,1.0209542702910577,1.0041420315414245,1.0010447915277014,0.9968498896992607,0.9909665018788739,0.9855100371934428,0.9847030748041357,0.9832961359400807,0.9775622874964782,0.9754364065604849,0.974112019565295,0.9728293242223028,0.9709286081603301,0.970359409085451,1.046798851659134,1.043406817220564,1.042738868050198,1.0421345378591473,1.0314006356429166,1.025597550806257,1.0229541212887847,1.0023301232097144,0.9999226588972994,0.9891806274756647,0.9814641333651241,0.9781241807538475,0.9742184877632201,0.973359283390348,0.9730930639581077
38,1.05,1.0473093949835823,1.034636338653828,1.0279224191451608,1.021310028162753,1.0048129318029022,1.001894186311797,0.9980840257539938,0.9928605176155851,0.9880788161022958,0.9873875697929617,0.9862030348993541,0.9814704016346987,0.9797693372778492,0.9788731281847662,0.9781132158467015,0.9772687632334314,0.9772280888675836,1.0467991212701544,1.0433442767891743,1.042663956889051,1.042048431592353,1.0314130098721697,1.0254592521309125,1.022724064606222,1.0029679726835778,1.0005165477449431,0.9895783350788271,0.9817208451813929,0.9783198177339499,0.974342548701138,0.9734675964885239,0.9731964969279118
39,1.05,1.0472430304705254,1.034245528678362,1.0273982716507541,1.020653933313875,1.0038279320814534,1.0008483834151602,0.9969551017888516,0.9916277972308581,0.9867506057624614,0.986045452443873,0.9848369400118085,0.9800077510448453,0.9782716152946636,0.9773558254885053,0.9765784517325259,0.975712045331965,0.975667758481993,1.0467236967703157,1.0432074571593417,1.0425150451093164,1.041888576708908,1.0308877801583143,1.0246705757840873,1.0217319293643814,1.0019475799032274,0.9994490723722884,0.9883007418738406,0.9802922300548754,0.9768257780824681,0.9727718133335761,0.9718799865906983,0.9716036576428917
40,1.05,1.047200518964398,1.03400513222678,1.0269975354770042,1.0200928692485725,1.0028715243448518,0.9997717348164191,0.9956742034667398,0.9902911017544936,0.9853667179764062,0.9846557628942925,0.9834386479336453,0.9785812354759981,0.9768385775287425,0.9759308341309727,0.9751692618186447,0.9743471217774228,0.9743318254146731,1.0466724219189087,1.0430967956392194,1.042392686941346,1.0417556332721247,1.0306693497792798,1.024508225071487,1.0216803997800228,1.0009767582332052,0.9984604675924652,0.987223824627093,0.9791563215478275,0.975676220664966,0.9716555139863631,0.9707829207211418,0.9705438736745206
41,1.05,1.0471777970341658,1.0338892265704314,1.0269130530060055,1.0200474345487016,1.002905478253225,0.9997951760246714,0.9957110998590445,0.9902276541264091,0.9852101018696373,0.9844853569283374,0.9832441775779632,0.9782885359882371,0.9765094304789238,0.9755789298903412,0.9747952862327212,0.973940369689393,0.9739152077341321,1.0466412693876388,1.0430085097413184,1.0422931481289481,1.041645910683258,1.0304276665835934,1.0240198489855736,1.021000586213105,1.0010363260688773,0.9985580763706392,0.987465705886678,0.9795146892339687,0.9761189625076302,0.972337361273687,0.9715512897798437,0.9714281958422489
42,1.05,1.0471251008018958,1.0335819056401951,1.0265338595222462,1.0195995510707903,1.0022807256387187,0.9991370745235216,0.995020740651078,0.9894266026424264,0.9843054745633045,0.9835651963754419,0.9822966478852416,0.9772280896801754,0.975406407727781,0.9744472460610827,0.9736344347637733,0.9727326392341902,0.9726906839746744,1.046580485893445,1.0428929180234399,1.0421667613814276,1.0415097544605827,1.029972953539999,1.0232739014563432,1.020017547753275,1.000393460939613,0.9978920328240296,0.9866903463094948,0.9786637255132294,0.975243093437476,0.971464730435551,0.9706872154544873,0.970587390847683
43,1.05,1.0470328793535624,1.0330224487779387,1.025664385002379,1.0184132452254375,1.0003279761270079,0.9969535913487371,0.9924101297065242,0.9866948653093939,0.9814603071952036,0.9807029981305656,0.9794044144415784,0.9742118016095355,0.9723432777307593,0.9713523961899235,0.9705071903986088,0.9695530467270455,0.9694921446671674,1.046480549443568,1.0427406946530227,1.0420042395089184,1.0413379123934936,1.0293698316522917,1.022591452475332,1.019306285560113,0.9984093595906516,0.9958663104286002,0.9844783173981265,0.9763180862139462,0.972840360192869,0.9689983401850922,0.9682076108419305,0.9681057727808043
44,1.05,1.0470270549012493,1.0330098167836075,1.0256225274441215,1.0183463769058132,1.0001897299369853,0.9968078543834784,0.9922795651164908,0.9864784611377323,0.9811643541088669,0.9803953124763342,0.979076306131245,0.973800549974987,0.9719013120014498,0.9708916791716347,0.9700285689231162,0.9690485688642151,0.9689804379666624,1.0464674823168785,1.0426785407306742,1.0419324173417859,1.041257340369612,1.0293922893418395,1.0226948106941607,1.0195349755583518,0.9982609108993424,0.9957054816565586,0.9842545959084191,0.9760530220060617,0.9725675926635635,0.9687587173712626,0.967985480373817,0.9679158726894543
45,1.05,1.0470129010352522,1.0329427919259522,1.0255251003328705,1.0182223981740408,0.9999906366784258,0.9966988207245089,0.9923795069010801,0.9865265922647197,0.9811667240603531,0.9803915110935159,0.9790625094448221,0.9737494584616873,0.9718383938563557,0.9708275476320977,0.969967333023764,0.9690022263431928,0.9689465559145192,1.046446539402636,1.0426115843226897,1.0418563979636526,1.0411731188592492,1.0293173841433858,1.0226123517095593,1.019487597432879,0.9979920334386612,0.995340695083039,0.9834815107953395,0.9749765530861645,0.9713334550109087,0.9672313435804362,0.9663673695902919,0.966200729782338
46,1.05,1.0470149784215113,1.032977126611402,1.0255647392560785,1.0182722523782324,1.0000548246555088,0.9967349610354569,0.992385433041241,0.9864392915185727,0.9809914185782057,0.9802028136979934,0.9788499676081504,0.9734374125735213,0.9714881981251133,0.9704497773070769,0.9695603424051655,0.9685453994278356,0.9684698804734349,1.0464423239569332,1.0425647176510118,1.0418011305256818,1.0411102485504138,1.0293791575735347,1.022738149906142,1.0197159405097778,0.9980773668333163,0.9954572629622429,0.9837175808234183,0.9753085526687822,0.9717335516018579,0.9678209396075231,0.9670251806758107,0.9669493897562738
