Step,Bus_1,Bus_2,Bus_3,Bus_4,Bus_5,Bus_6,Bus_7,Bus_8,Bus_9,Bus_10,Bus_11,Bus_12,Bus_13,Bus_14,Bus_15,Bus_16,Bus_17,Bus_18,Bus_19,Bus_20,Bus_21,Bus_22,Bus_23,Bus_24,Bus_25,Bus_26,Bus_27,Bus_28,Bus_29,Bus_30,Bus_31,Bus_32,Bus_33
47,1.05,1.047005053425044,1.0329335717152361,1.0254673310976785,1.0181231160510806,0.9997730081388517,0.9964193597895771,0.9920271888564448,0.9859664297514856,0.9804086623415337,0.9796029088546311,0.9782189944808437,0.9726743983271622,0.9706732265357783,0.9695933059265409,0.9686576457883386,0.9675585082617796,0.967445947326178,1.0464266139995195,1.0425097978458946,1.0417384877453195,1.0410406162730725,1.0293760315416283,1.022825033861464,1.0199281485171015,0.9977870619224604,0.9951566214466661,0.9833646834162942,0.9749211990665368,0.9713394666182439,0.9674528250627307,0.9666709690570876,0.9666210108327542
48,1.05,1.0469469869446923,1.0325827118735151,1.0249371781344736,1.0174103633456482,0.9986156781994199,0.9952119656979644,0.9907461974681694,0.9844553229844838,0.9786710606715067,0.9778285176824673,0.9763761756363453,0.9705329300060686,0.9684099610972919,0.9672204398660116,0.9661563461898991,0.9648088704902219,0.9645782209287047,1.0463632748024556,1.0424107198865469,1.0416323704560218,1.0409281281621905,1.02897866615446,1.0223393545364072,1.0193889988709615,0.9965607517503181,0.9938352760617134,0.9816401100985976,0.9728962575386699,0.9691565508263471,0.9649696763284338,0.9640939481767037,0.9639417929591543
49,1.05,1.0468715591324231,1.032119799062909,1.0242232776548819,1.0164388521876544,0.9970210135572244,0.9934179329691846,0.9885845296963959,0.9816876602040954,0.9752974127254834,0.974354194491527,0.9727118892245487,0.9660274587736978,0.9635551265489752,0.9620341369660657,0.9605738044107823,0.95844313568862,0.9578303914495964,1.0462831258944052,1.0422985704972865,1.0415139180238187,1.0408039712408415,1.0284707668396205,1.0217456283763973,1.0187411904540875,0.9949454621842058,0.9921925784347514,0.9798748501225244,0.9710430244450885,0.9672655442817374,0.9630358016639728,0.9621509893156995,0.9619969342999305
50,1.05,1.0468644146776747,1.0320882223989258,1.024202551845523,1.016432500867027,0.9970432866124453,0.9934854212985441,0.988753757911429,0.9821486226317359,0.976056813623881,0.9751647575418781,0.9736208233707313,0.9673798292838534,0.9650957715115281,0.9637645390250988,0.9625358738565571,0.960873350896232,0.9604947656661357,1.0462718809220934,1.0422595312419747,1.0414694041994406,1.0407545027173137,1.0284038237198894,1.021611500159956,1.0185662580173083,0.994948915583924,0.9921707491762523,0.9797417438838313,0.9708291512797639,0.9670146130912917,0.9627328862024055,0.9618345736460095,0.9616709142327236
51,1.05,1.046845670684908,1.0319810254885784,1.0240450586156533,1.016225303385302,0.9967127469129364,0.993125864971534,0.9883480016783696,0.9819029684944841,0.9759764669602744,0.9751131158462332,0.9736247656001715,0.9676358278061,0.9654596004961827,0.9642393375984776,0.9631470900397436,0.9617621227815952,0.9615234558757052,1.0462496295791979,1.0422135058906081,1.041418696126467,1.0406995565807005,1.0282785737662417,1.0214537889653963,1.0183986459820575,0.9946095489391303,0.9918199897322699,0.9793378839160798,0.9703882672137577,0.9665607163197122,0.9622762545200388,0.9613803690962918,0.9612254238924928
52,1.05,1.0467426878082682,1.0313372209062819,1.0231259150918492,1.0150219424650644,0.9948245703596456,0.9911369021224296,0.9861817904427673,0.9792149817377818,0.9727658223284962,0.971815433032478,0.9701626095675253,0.9634443147754702,0.9609646413496502,0.9594550438698933,0.9580163042532862,0.955945170690515,0.9553710116018271,1.0461437055615406,1.0420876452615608,1.0412889085959351,1.0405662150087245,1.0274730293871166,1.0203214334917858,1.016963225595564,0.9926275562251505,0.9897077001158642,0.9766789274473245,0.9673186953875708,0.963266556736292,0.9585256563333504,0.9574826860450337,0.9571595162939067
53,1.05,1.0467538179030471,1.0314154186045483,1.0232876625121254,1.0152723303779496,0.9952831786709443,0.9916104869663457,0.9866921611916852,0.9797833315285827,0.9733946059243085,0.9724548338753135,0.9708227148135461,0.9641989798108902,0.9617600804605884,0.9602932290004399,0.9589073507155186,0.9569444385951864,0.9564251790086037,1.0461525875891464,1.0420812889145685,1.0412795507655346,1.0405541406968006,1.0275087132975957,1.0202729164796676,1.016845187206075,0.9931244416978279,0.9902586936799845,0.9774511586793703,0.9682602246719162,0.9643085919115418,0.9597979025776053,0.9588327337746867,0.9586050413171526
54,1.05,1.0467414225065028,1.0313421962007592,1.023181489019873,1.0151330943456474,0.9950625123879057,0.9913657542797029,0.9864065268472169,0.9794729937054871,0.9730610871752082,0.9721178258262032,0.9704795386368287,0.9638302376124327,0.961381646459517,0.9599081352900161,0.9585153976488756,0.9565412532912999,0.9560178325300296,1.0461385676561987,1.0420562570163372,1.0412523498476494,1.040524976708181,1.0274205463344983,1.0201562630757877,1.016710726105596,0.99290029558386,0.990030134199555,0.9772015103257745,0.9679961222417699,0.9640400944972106,0.9595319776430565,0.9585692435645962,0.9583472180379335
55,1.05,1.046689986550456,1.0310190762047482,1.0226439219652386,1.0143731293481146,0.9937707549016609,0.9899690327056753,0.9848063850126281,0.9778636339968036,0.9714443512172228,0.9705003035207155,0.9688610368596975,0.9622095156377691,0.9597611302551824,0.9582909014568475,0.9569034291388822,0.9549425269014054,0.9544271728108794,1.046086128545721,1.0419970177909008,1.0411917711989656,1.0404631858048012,1.027114454908182,1.0198864745185139,1.0164841467669146,0.9915529252974836,0.9886053640434185,0.9754529400825535,0.9660038109674236,0.9619131455280268,0.9571270296625127,0.9560741104386347,0.9557478572813433
56,1.05,1.046678260845076,1.0309457608680546,1.0225461965660705,1.0142502666855768,0.9935871964191888,0.9896983460774802,0.9843665681387235,0.9772154377268991,0.9705863791534983,0.9696071649994148,0.9679011588202036,0.9609523240407136,0.9583795752080172,0.9567890794443744,0.9552568559481225,0.9530077146931265,0.9523505830696095,1.0460740711234864,1.0419827117646956,1.0411770222643997,1.0404480360135844,1.0270137273715105,1.0197301277715973,1.016275066625525,0.9914074330288777,0.9885132826092045,0.9755816464025875,0.9663001481017948,0.9623057102154596,0.9577300842486239,0.9567470722454476,0.9565045051260818
57,1.05,1.046697890112028,1.0310692285667704,1.022765807447538,1.0145696798088024,0.9941446490399889,0.9903483444764886,0.9851993646725609,0.978059800829134,0.9714415907597664,0.9704640065668398,0.9687608792354856,0.9618239758228136,0.9592557427311164,0.9576683209273896,0.9561392457229431,0.9538952169712844,0.9532399479748871,1.0460940367088856,1.0420049571775913,1.0411997167371185,1.0404711369118727,1.0271123582216897,1.0197774446375454,1.0162691154345447,0.9919624308822601,0.9890646684425491,0.9761191322229844,0.9668265195253449,0.9628242911405587,0.9582272206647963,0.9572365138808475,0.9569837378131767
58,1.05,1.0466574059856353,1.0308090563594032,1.0224525190111808,1.0142004770433757,0.9936432630977509,0.9898512102529482,0.9847078254796061,0.977585242638879,0.9709835195943902,0.9700085571854188,0.9683102426487337,0.9613940911347979,0.9588341807328469,0.9572538403150812,0.9557328761292868,0.9535041349026683,0.952855899947469,1.0460545022995225,1.0419718602920494,1.0411678878394612,1.0404404555985787,1.0267093268093301,1.0190811103795872,1.0152774412693222,0.9914288113506562,0.9884857448625897,0.97535338082296,0.9659186717572653,0.9618342546229689,0.9570554680373258,0.9560041614550377,0.9556784080745285
59,1.05,1.0466514242862746,1.0307656646095362,1.0223713930444092,1.0140788701633985,0.9934279134975567,0.9895909997993427,0.98435202496269,0.977214098726292,0.9705955148768833,0.9696173947973471,0.9679127074588031,0.9609665557158841,0.9583932566224639,0.9567977032154967,0.9552574637783768,0.9529883117289726,0.9523190623116056,1.0460501346161222,1.0419784331924395,1.0411766156965312,1.040451133795359,1.0266779777073662,1.0190723953459622,1.015281162614413,0.9912190684465207,0.9882834624935233,0.9751843944239624,0.9657736200491394,0.9616995739270713,0.9569329523981903,0.9558843224581689,0.9555593986000638
60,1.05,1.0466578911179463,1.0307991216837087,1.022411920055318,1.0141250490348837,0.9934921074399012,0.9895924594850338,0.9842173863207375,0.9771381174959484,0.97057661586652,0.9696076019960409,0.9679196679521835,0.9610459312307944,0.958501759063242,0.9569312152160798,0.9554197308897802,0.9532050175696813,0.9525609567011604,1.0460588599014637,1.0420024673314947,1.0412036652044765,1.0404809123554892,1.026727025604516,1.019150477498757,1.015373742411412,0.9913247790786688,0.988446698724523,0.97558982720708,0.9663605270537223,0.962384616808426,0.9578138014986156,0.9568277573528133,0.9565734973367344
61,1.05,1.046631556812727,1.0306223356014546,1.022107564189247,1.013685793629543,0.9927355525939948,0.9887783551477293,0.983279085681656,0.9761584025448705,0.9695528284597306,0.9685758700541072,0.9668722191773074,0.9599257492371656,0.9573497395523668,0.9557446001610904,0.9541898555374637,0.9518855882016346,0.9511955676871303,1.0460353926665724,1.0419984341352675,1.041203459897096,1.0404841714546529,1.026569281016998,1.0190281915610147,1.0152691604077184,0.9905310900244578,0.9876003837771798,0.974529116089702,0.9651353166300812,0.9610606601658592,0.9562603496618913,0.9551963388397154,0.95484570135271
62,1.05,1.0466292340872785,1.030595835941242,1.0222167446844965,1.0139336258421547,0.9933193985818711,0.9894396745080647,0.9840795951940037,0.9770076121767652,0.9704472810893238,0.9694770162695933,0.9677850512317953,0.9608863693763948,0.9583281035123528,0.9567340341332339,0.9551900175510741,0.9529016676769747,0.9522164125312313,1.0460365659874031,1.042023304782847,1.0412329981597814,1.0405179341060062,1.0263420694540366,1.018385971613684,1.014194503485014,0.9911429513711365,0.9882504590291513,0.9753438070074405,0.9660713555209447,0.9620572489232357,0.9573609474528116,0.956327789982476,0.956007661278544
63,1.05,1.046677185111541,1.0308863496896632,1.0226427922110342,1.014497586086253,0.9942187164867061,0.9904333708192253,0.9852431202167351,0.9782297557278236,0.9717238822890949,0.9707616743498305,0.9690837752929661,0.9622426155564197,0.9597057078809509,0.9581249635058038,0.9565938603210621,0.9543246704529342,0.9536451514233614,1.0460886416199284,1.0421033381690594,1.041318538321312,1.0406084581233022,1.02668807459542,1.0188401336511212,1.0147289740411183,0.9920598423103988,0.9891907382835304,0.9763884702111888,0.9671910619930656,0.9632094768823234,0.9585513388229121,0.9575265785433661,0.9572090523036947
64,1.05,1.0467858402802968,1.0315601194485888,1.0235541419241634,1.015652493837697,0.9959623172881407,0.9922829525116696,0.9872813132713458,0.9803399341582401,0.9739009393329761,0.9729486260229719,0.9712880019443362,0.9645174935396447,0.9620068199450367,0.9604424431490629,0.9589272021932576,0.9566815483612309,0.956009075491664,1.046202037481219,1.0422488674873658,1.0414703968808228,1.0407660448894571,1.0275948872903828,1.020217346049311,1.016539978753998,0.9938706027865261,0.9910940313592389,0.9786845226873526,0.9697796709966349,0.9659519068386875,0.9615861163792844,0.9606527358410732,0.9604346481604314
65,1.05,1.0467903589297474,1.0315711863005972,1.0235401842104082,1.015608552300598,0.9958552570666768,0.992194187242893,0.9872076077192751,0.9803292657984733,0.973948818959846,0.9730051671981893,0.9713596617777567,0.9646509491464058,0.9621632156171618,0.9606131476947176,0.9591117723735011,0.9568866875085622,0.9562203728283404,1.0462117998239326,1.0422941716990601,1.041522701633634,1.0408246853503798,1.0276418800881573,1.0203312380987566,1.0166872713094646,0.9937375334702043,0.990923193497276,0.978365339046894,0.9693436373270689,0.9654381938277294,0.9608693924867002,0.9598642890058374,0.9595528547489228
66,1.05,1.046825571506709,1.0317752089219705,1.0238471126173727,1.0160182043316144,0.9965196943694115,0.9928639620196515,0.9878622680886385,0.9810587567696534,0.9747478156044964,0.9738144466007168,0.9721868904849185,0.9655515523466427,0.9630910585559268,0.9615579822731362,0.9600730725942334,0.9578724147597496,0.9572134132709277,1.046252812526983,1.042374497158516,1.0416107703430981,1.0409197619119277,1.0278718676575975,1.0206069310335806,1.0169713388004036,0.9944548066303253,0.9917128289226373,0.9794647590582205,0.9706723859113089,0.9668839113826778,0.9625251274273158,0.9615838408256733,0.9613384681081238
67,1.05,1.0468709256844755,1.0320418624130983,1.0242303055548154,1.016517908983818,0.997307411268905,0.9937138932776689,0.9888088306366478,0.9820883196069123,0.9758544716030765,0.9749325078309483,0.9733248602074436,0.9667709036390533,0.9643406218518432,0.9628263910652107,0.9613597434199337,0.9591861773486503,0.9585352868594218,1.046304486581276,1.0424690059340829,1.0417137160355103,1.0410303432016885,1.0281970087913785,1.0210436280297965,1.0174781748514985,0.9952684836738891,0.9925610895341457,0.9804670996504029,0.9717856124714402,0.968045525003269,0.9637449001202493,0.9628167507381775,0.9625763446475523
68,1.05,1.0469163269635542,1.032307178093588,1.0246031654637693,1.0169975537165277,0.9980528920685224,0.9944912474954265,0.9896200550203114,0.9829872746703013,0.9768349091210188,0.9759249997886223,0.9743383929887,0.9678704372556222,0.9654720808156119,0.9639777633408165,0.9625304121063591,0.9603854711084274,0.9597431507551498,1.0463566946921883,1.0425673481980726,1.041821145040796,1.0411459958587757,1.0285308677445484,1.0215090084228675,1.0180304504208098,0.9960531393039909,0.9933987125068403,0.9815356927699953,0.9730229513052614,0.9693631902022484,0.965186593508591,0.964292947739808,0.9640821976461779
69,1.05,1.0469253036768016,1.0323398197641034,1.0246284399688872,1.0170097304508772,0.9980451716896858,0.9945425533043311,0.9897596833162154,0.9832153209877523,0.9771450682852568,0.9762473063863653,0.9746819011090886,0.9683005860281763,0.9659343897512049,0.96446013039801,0.9630322152211678,0.9609161043253397,0.9602824156333629,1.046372916536372,1.0426326735170484,1.041896141891039,1.0412297455415318,1.028591982352769,1.021619249055659,1.0181439767926248,0.996004219231598,0.9932902228732576,0.9811918115740204,0.972494534880257,0.9687141552282287,0.964227855166078,0.9632253793797795,0.96287394942243
70,1.05,1.0469379240142092,1.0323941422573797,1.0247582834299513,1.017212446859378,0.9984340475290046,0.9949631957541237,0.9902112354090324,0.9837624977282969,0.9777810496186035,0.9768964250693195,0.9753539488675701,0.9690663320346202,0.9667349152843067,0.9652823475219527,0.9638754511252033,0.9617905177564711,0.9611661635570584,1.046393210931024,1.04270497710813,1.041978689273117,1.0413215635930722,1.0285845985451012,1.0214759377502065,1.01781799996356,0.9964143576861976,0.9937280756051715,0.981757049841538,0.973149485531542,0.9694030476509218,0.9649361527723992,0.9639330123902707,0.9635684061719567
71,1.05,1.0470184345613724,1.032877961246475,1.0254060017625677,1.0180245925420643,0.9996512430078315,0.9962671726032795,0.991653078952042,0.9853111952040887,0.9794289825417014,0.9785590385151832,0.9770421852389153,0.9708592800601841,0.9685667316559711,0.967138406119589,0.9657550002220815,0.9637049113471301,0.9630909894814749,1.0464818245865402,1.04284850650198,1.0421330348780564,1.041485697848266,1.0292395690144818,1.0224706180011107,1.0190970677709443,0.9976686001991744,0.9950319137283756,0.9832802967347776,0.9748314265197295,0.9711563423078415,0.9667838782070688,0.9658041124498378,0.9654535786359679
72,1.05,1.0470531955358968,1.0330702590963785,1.0256668799386381,1.0183505077885708,1.000145785313671,0.9968079401689219,0.9922505473692522,0.9860139039174258,0.9802294181565822,0.9793739311535854,0.9778823086964546,0.9718024915849873,0.9695482055029345,0.9681437421524671,0.9667834576560174,0.9647676631237991,0.9641640090542153,1.046525023589639,1.0429488892748122,1.0422446804956864,1.0416075362324826,1.0294900544114207,1.0228294415800432,1.019509966168146,0.9981716324101695,0.9955445725387359,0.9838466304374828,0.9754309744755515,0.9717560098489885,0.9673246009603774,0.9663175759444068,0.9659210307966918
73,1.05,1.0470677707672802,1.0331333828702798,1.0257162188581972,1.0183789414224325,1.000138241872308,0.9968448138676989,0.9923403250712708,0.9862093338270475,0.980522950117354,0.9796819753902193,0.9782156786899816,0.9722393218880774,0.9700234338062812,0.9686429157323468,0.9673058325246807,0.9653244488661293,0.9647310976123357,1.0465483494547219,1.0430315156150793,1.0423389865051254,1.0417124121428492,1.0296130860018,1.0230640107028577,1.0198002035739266,0.9981278213530315,0.9954477122335061,0.9835437621750216,0.9749646220282543,0.9711778141580456,0.9664453116994564,0.9653309471794459,0.9647931162275898
74,1.05,1.0471027204391037,1.0333248332941418,1.0259720767226272,1.0186950411466515,1.0006135144436665,0.9972643478121672,0.9926094076211137,0.9865885471185382,0.9810044209058025,0.9801785730695034,0.978738674089922,0.972870150257452,0.9706942819904549,0.9693387199272753,0.9680258170761927,0.9660802955651379,0.9654976817015122,1.0465923452288404,1.043136812379485,1.0424563568758018,1.041840708833207,1.0298668104538957,1.023433675626192,1.0202277318668427,0.9986707336318932,0.9960829128050676,0.9845761395475069,0.9762898795602893,0.9726496355179842,0.9681705563051209,0.9671316656003035,0.9666690522927871
75,1.05,1.0471964868037058,1.033888690397718,1.0268308054517445,1.0198536471706898,1.0025021011118322,0.9992215445657283,0.9946618899898355,0.9887650219025597,0.9832960290414462,0.9824872129825901,0.9810770369555007,0.9753299403027335,0.9731991387228067,0.9718716808866384,0.9705860091791998,0.9686808757933743,0.968110354342267,1.046695432363033,1.04330305998124,1.042635044239222,1.042030653789489,1.0304958346735729,1.0241840247991278,1.0210386299463474,1.000679858174156,0.9982581393151111,0.9874557319876109,0.9796942193029606,0.9763304581189977,0.9723790427478671,0.9715054716678441,0.9712234796986045
76,1.05,1.0472709159553357,1.0343291519762359,1.0274881054337974,1.0207294831283857,1.0039134406532597,1.0007722553101936,0.9964503765138397,0.9906777567014965,0.9853241269204771,0.9845323763616451,0.9831519805468316,0.9775265282752764,0.9754408713378384,0.9741415647115642,0.972883169003955,0.9710184881738565,0.970460078565271,1.0467793785248911,1.0434514942726496,1.0427961796877654,1.0422032832815258,1.0310023786911005,1.0248135936003513,1.0217295918949318,1.002125548414563,0.9997492823679891,0.9891512720035744,0.9815358928837074,0.9782333790690101,0.9743452451487877,0.9734835377763996,0.9731998095216197
77,1.05,1.047287573463522,1.0344024542435848,1.0275485978068932,1.02076942133653,1.0039199083344028,1.0008104737501151,0.9965125265630825,0.9908554093449626,0.9856090082731401,0.9848331194402332,0.983480400329745,0.9779679701902555,0.9759242532753206,0.9746510966246442,0.9734180367135998,0.9715909272246867,0.9710437670464942,1.04680569128598,1.043543229627295,1.0429008001446347,1.042319564133332,1.0311416401564606,1.0250756452333178,1.022052914651891,1.002103731354687,0.9996853661977073,0.9889282818306071,0.9811842150635808,0.9777877333030278,0.9736312308904602,0.972672200182776,0.9722576987084892
78,1.05,1.0473792271595708,1.0349512445601043,1.0283800462386066,1.021887693960048,1.005737025531757,1.002741213847438,0.9986276124083617,0.9930992272811989,0.9879723418107417,0.9872141323993753,0.9858922626678047,0.9805058214571122,0.9785088579112315,0.9772648534131251,0.9760600384157536,0.9742748155998731,0.9737401968408294,1.0469071589919938,1.0437111936350396,1.043081860634695,1.042512476208902,1.0317587105231272,1.025819824421919,1.0228605181397354,1.004007233302519,1.0017070583072631,0.9914562786806895,0.9840866480328779,0.9808804479664165,0.9770632477588103,0.9762069977770325,0.9758982848550971
79,1.05,1.0474373523774234,1.0352869975175256,1.0288653081040884,1.02252117001575,1.0067390323886105,1.0038450368189629,0.9998935277918566,0.9944894381324274,0.9894779391675312,0.988736798042917,0.9874447092536203,0.9821798719793009,0.9802280311706334,0.9790121599896839,0.9778346019245753,0.9760897979403346,0.9755672812878321,1.0469751646967285,1.0438461437437385,1.0432299953771496,1.0426725421954504,1.0321625602907154,1.0263504371628474,1.023454378093253,1.0050287328210397,1.0027531820998563,0.9926206936833961,0.985331908991447,0.9821496189920836,0.9783144630740176,0.9774431372006442,0.977100510501045
80,1.05,1.0474786088686563,1.0355155683824733,1.0291764092688493,1.0229107581464838,1.0073319459252517,1.0044226241729388,1.0003984967681345,0.9951146062617459,0.9902146822338401,0.9894900452843087,0.9882267513736182,0.9830794728268025,0.9811712507500082,0.9799825733352724,0.9788313611726488,0.9771256227197415,0.976614803128191,1.047026334122539,1.0439644751285462,1.0433615541418055,1.0428160707746221,1.0324591195749608,1.0267735534236142,1.0239406347528759,1.005674720788432,1.0034708535683428,0.9936511943076153,0.9865907492127021,0.9835167331725087,0.9798472398728767,0.979021748103139,0.9787179961212665
81,1.05,1.0475473538773432,1.035918584882387,1.0297933873053078,1.0237430192812256,1.0086924311037606,1.0058849581948361,1.002022400312296,0.9968644559216113,0.9920814408059997,0.9913740970110175,0.9901409743812761,0.9851168724659777,0.9832543533286857,0.9820941689105636,0.9809705613094509,0.979305754521071,0.9788071907636675,1.0471050014748564,1.0441103659898867,1.0435206844081042,1.0429871816298246,1.0329012278705934,1.0272830050306248,1.0244541157107283,1.007090456837487,1.0049612364879918,0.9954671484035867,0.9886444231843539,0.9856833505415535,0.9821874868278759,0.9814101912253257,0.9811476467884557
82,1.05,1.0475923164033922,1.0361708352510601,1.030120611226315,1.0241409024318304,1.0092742072635206,1.006533703500506,1.0027643489419835,0.9977267367797769,0.9930554104543358,0.9923645873536273,0.9911602864623149,0.986253832321953,0.9844349616824586,0.9833019875775473,0.9822047410877244,0.9805790197954063,0.9800921592485023,1.0471598313096182,1.0442320441833282,1.0436555280211024,1.0431339387689804,1.0332504658917119,1.027818193941662,1.0251116357269283,1.0076713392285324,1.0055382663949204,0.9960442006151825,0.9892129712504412,0.9862254999518641,0.9826047123240627,0.9817771832045978,0.9814392810536837
83,1.05,1.047621023240223,1.0363202198600407,1.0303041034770237,1.0243526054414125,1.0095688083319672,1.0068550811446986,1.0030990569554092,0.9981784302460082,0.9936156798359105,0.9929409167661255,0.9917646326307231,0.9869725265856207,0.9851960780469465,0.9840895483841333,0.9830179204887617,0.9814301820429783,0.9809546946593416,1.0471983120237705,1.0443367380526694,1.043773262111794,1.0432634729836587,1.033466564342791,1.0281584654054483,1.0255138473285834,1.0079666625654646,1.0058320567923262,0.9963472624446866,0.9895147365475808,0.9865054529606898,0.9827711285182832,0.9818973274433203,0.981489121716504
84,1.05,1.0477011081465029,1.0367960727419876,1.0310183444040961,1.025307752250022,1.0111126464569946,1.0084928197207261,1.0048835354965855,1.00008539276568,0.9956363218966534,0.994978373772598,0.9938314234158551,0.9891590415014689,0.9874270096163184,0.9863481677849772,0.9853033630650235,0.9837553934813672,0.9832918140406622,1.0472880629231336,1.0444919691908163,1.0439413890379374,1.0434432692353595,1.034009119789889,1.0288251702306932,1.0262424779745667,1.009584128520588,1.0075499626319033,0.9984970482506003,0.9919829754987717,0.9891332106809362,0.9856751878484746,0.9848838177115934,0.9845580398794337
85,1.05,1.0477816519174172,1.0372754103477344,1.0317393282070078,1.0262731694764065,1.0126743165635086,1.0102015759847007,1.0068468629596827,1.0021695428944148,0.997832604774451,0.9971912426390855,0.9960732256510904,0.9915189231906552,0.9898306961452099,0.9887791597469145,0.9877608073309045,0.9862520554386396,0.9858002189911994,1.047378102476687,1.0446463338413252,1.0441084218889554,1.043621765367378,1.0345539436547968,1.0294918760626233,1.0269699752320525,1.0111890768414822,1.0092129102365572,1.0004159008071107,0.9940871729618163,0.9913215430941033,0.987978074562356,0.9872157811576164,0.9869091959671593
86,1.05,1.0478376215679848,1.0375995086518075,1.0322096248453119,1.0268887270150209,1.0136502538464045,1.0112343639507442,1.0079547044127677,1.0033911942476754,0.999159872829449,0.998534132615302,0.9974433656800569,0.9930002566586579,0.991353277332886,0.9903274508329828,0.9893340043945653,0.9878621756171786,0.9874213952302874,1.0474433478108716,1.0447744112682196,1.044248873394023,1.0437734139066632,1.034941626680555,1.0299978981417848,1.0275350180059541,1.012209882395323,1.0102940620204635,1.001761886709095,0.9956256682072636,0.9929492880175425,0.9897346883770085,0.9890066404979125,0.988726157426889
87,1.05,1.0478886760285873,1.0378932543012456,1.032632192622384,1.0274386629150494,1.014517521699218,1.0121576478456868,1.0089526543954024,1.0044992107813147,1.0003700274959546,0.9997593945267876,0.998694978916958,0.9943593860919616,0.99275228881674,0.9917513200181036,0.9907819536112815,0.9893458222370378,0.9889157309730767,1.0475034262928977,1.0448956152230864,1.0443821152438497,1.0439175484931773,1.0352971376746052,1.030468358863592,1.02806280593723,1.0131129128753675,1.0112447699523257,1.0029245140488474,0.9969409909940394,0.9943318477484572,0.9912005946704447,0.9904920001984814,0.990220480817706
88,1.05,1.0479513113121972,1.0382614584050895,1.033177414497723,1.028161632697178,1.0156771054454479,1.0133800107374278,1.0102641063472046,1.0059184687618201,1.0018893227227563,1.0012934861503602,1.0002548790103978,0.9960245806700153,0.9944565402459934,0.9934799141563382,0.9925341286296899,0.9911329538409188,0.9907133299282743,1.0475748016141921,1.0450261906557867,1.044524349318408,1.044070332043654,1.0357252960053587,1.03100809351435,1.0286581827710006,1.0143309874474484,1.0125423920895023,1.0045655166724976,0.9988344272655819,0.9963498106990966,0.993427307431191,0.992779880500146,0.9925673728699903
89,1.05,1.0480068478042357,1.038585706484586,1.033653273806503,1.028789045052963,1.0166782591861148,1.0144341823089935,1.011389393941749,1.0071466220021557,1.0032129245030825,1.00263120547326,1.0016172218388981,0.9974873742966212,0.9959565926032087,0.9950031876276977,0.9940798961232393,0.9927120656010178,0.9923024263255672,1.04763875011833,1.0451471157494145,1.0446564950890431,1.0442126309108932,1.0361071386909602,1.0314971183458597,1.029200655724925,1.0153824845972363,1.0136621333874964,1.005981209426665,1.0004669738600134,0.9980874866086016,0.9953344949518221,0.9947356081914253,0.9945676999804367
90,1.05,1.0480482635057145,1.0388215569437322,1.0339953246715423,1.0292356623010384,1.017386165106485,1.0152057333492837,1.0122554360721803,1.0081099490747143,1.0042665177394812,1.0036981496059107,1.0027074514853176,0.9986725878093287,0.9971770357180881,0.996245586388994,0.9953435627218141,0.9940072577435617,0.9936070585769158,1.0476882118032125,1.045251073289952,1.04477118469623,1.0443370314178841,1.0363881824566954,1.0318604643397011,1.0295952399531754,1.0161091473777497,1.014412941434561,1.0068448801132504,1.0014092231245666,0.9990570520319028,0.9963083055968066,0.9957036387216718,0.9955162951468526
91,1.05,1.0481123538106227,1.0392026272636783,1.034560557933961,1.0299868968528665,1.0185915882645773,1.0164822521070829,1.0136424074098118,1.009591533911032,1.0058358882487368,1.0052805040729031,1.0043124511210855,1.0003699554822436,0.9989086621764193,0.9979985630948027,0.9971172206798312,0.9958115712672099,0.9954205517319806,1.0477599606202186,1.045374692257235,1.044905018581485,1.0444801081959816,1.036831489074722,1.0324213853301327,1.0302246074770656,1.0173721917485141,1.015754601818488,1.0085241762599477,1.003337552100999,1.0011104154215618,0.9985791543266241,0.9980395655292514,0.9979176703796261
92,1.05,1.0481603734767069,1.039483149634861,1.0349726471300276,1.0305305701236827,1.0194593605364077,1.0174121988057279,1.0146671521798305,1.0107041693296548,1.0070300680268889,1.0064867445662946,1.0055397258332117,1.0016830195974997,1.0002535438907312,0.99936327295578,0.9985011370833295,0.9972239563390071,0.9968414616450345,1.0478152055164967,1.0454788714908696,1.0450188345213138,1.0446026437771188,1.0371613788597775,1.032843140145603,1.0306921660903932,1.0182738548404655,1.0167018007694777,1.009671369772807,1.00462999094841,1.002469896248082,1.000034271760151,0.9995198858345902,0.9994167397916279
93,1.05,1.048199251974663,1.0397072007794346,1.0352958268435037,1.0309519147755992,1.0201247003109732,1.0181190513912135,1.0154294026640989,1.0115477506854738,1.0079491047056544,1.0074169412725094,1.0064893853424808,1.002712053197126,1.0013120148027064,1.000440088065833,0.9995957210643953,0.9983448772485776,0.9979702691052202,1.0478608478830609,1.045570322439523,1.0451193065690239,1.0447112783892978,1.037431543554086,1.0331991130613116,1.0310909211017212,1.0189676683545104,1.0174337031544258,1.0105716310433164,1.0056519842876264,1.0035466639655393,1.0011836932904938,1.0006873660317712,1.0005952683807082
