timestamp,action,reward,battery_soc,diesel_power,battery_power,grid_power,load_shedding,renewable_curtailment,fuel_level,power_balance_error,total_generation,total_consumption,renewable_generation,load_demand,has_line_violation,line_violations
2019-02-04 00:00:00,"[0, 0]",-0.0488498,0.5,0.0,0.0,1.953992,0.0,0.0,100.0,0.0,4.401992,4.401992,2.448,4.401992,False,{}
2019-02-04 00:15:00,"[0, 0]",-0.04884579250000002,0.5,0.0,0.0,1.9538317000000007,0.0,0.0,100.0,0.0,4.401831700000001,4.401831700000001,2.448,4.401831700000001,False,{}
2019-02-04 00:30:00,"[0, 0]",-0.04915410749999999,0.5,0.0,0.0,1.9661642999999995,0.0,0.0,100.0,0.0,4.4141642999999995,4.4141642999999995,2.448,4.4141642999999995,False,{}
2019-02-04 00:45:00,"[0, 0]",-0.03738350249999999,0.5,0.0,0.0,1.4953400999999995,0.0,0.0,100.0,0.0,3.9433400999999995,3.9433400999999995,2.448,3.9433400999999995,False,{}
2019-02-04 01:00:00,"[0, 0]",-0.050740572500000004,0.5,0.0,0.0,2.0296229,0.0,0.0,100.0,0.0,4.1536229,4.1536229,2.124,4.1536229,False,{}
2019-02-04 01:15:00,"[0, 0]",-0.03925225999999998,0.5,0.0,0.0,1.5700903999999993,0.0,0.0,100.0,0.0,3.6940903999999994,3.6940903999999994,2.124,3.6940903999999994,False,{}
2019-02-04 01:30:00,"[0, 1]",-0.034591905,0.5,0.0,0.0,1.3836762,0.0,0.0,100.0,0.0,3.5076762,3.5076762,2.124,3.5076762,False,{}
2019-02-04 01:45:00,"[0, 1]",-0.031735309999999996,0.5,0.0,0.0,1.2694123999999998,0.0,0.0,100.0,0.0,3.3934124,3.3934124,2.124,3.3934124,False,{}
2019-02-04 02:00:00,"[0, 0]",-0.03872208250000001,0.5,0.0,0.0,1.5488833000000004,0.0,0.0,100.0,0.0,3.4328833000000003,3.4328833000000003,1.884,3.4328833000000003,False,{}
2019-02-04 02:15:00,"[0, 0]",-0.043023040000000005,0.5,0.0,0.0,1.7209216,0.0,0.0,100.0,0.0,3.6049216,3.6049216,1.884,3.6049216,False,{}
2019-02-04 02:30:00,"[0, 1]",-0.025948692500000016,0.5,0.0,0.0,1.0379477000000006,0.0,0.0,100.0,0.0,2.9219477000000005,2.9219477000000005,1.884,2.9219477000000005,False,{}
2019-02-04 02:45:00,"[0, 1]",-0.023871407499999997,0.5,0.0,0.0,0.9548562999999999,0.0,0.0,100.0,0.0,2.8388562999999998,2.8388562999999998,1.884,2.8388562999999998,False,{}
2019-02-04 03:00:00,"[0, 1]",-0.04450591750000003,0.5,0.0,0.0,1.7802367000000012,0.0,0.0,100.0,0.0,3.4842367000000007,3.4842367000000007,1.7039999999999995,3.4842367000000007,False,{}
2019-02-04 03:15:00,"[0, 0]",-0.033492082500000006,0.5,0.0,0.0,1.3396833000000001,0.0,0.0,100.0,0.0,3.0436832999999996,3.0436832999999996,1.7039999999999995,3.0436832999999996,False,{}
2019-02-04 03:30:00,"[0, 0]",-0.037440222500000016,0.5,0.0,0.0,1.4976089000000006,0.0,0.0,100.0,0.0,3.2016089,3.2016089,1.7039999999999995,3.2016089,False,{}
2019-02-04 03:45:00,"[0, 0]",-0.028275927500000016,0.5,0.0,0.0,1.1310371000000006,0.0,0.0,100.0,0.0,2.8350371,2.8350371,1.7039999999999995,2.8350371,False,{}
2019-02-04 04:00:00,"[0, 0]",-0.042713702500000006,0.5,0.0,0.0,1.7085481000000002,0.0,0.0,100.0,0.0,3.4725481,3.4725481,1.7639999999999998,3.4725481,False,{}
2019-02-04 04:15:00,"[0, 0]",-0.04362729000000002,0.5,0.0,0.0,1.7450916000000007,0.0,0.0,100.0,0.0,3.5090916000000005,3.5090916000000005,1.7639999999999998,3.5090916000000005,False,{}
2019-02-04 04:30:00,"[0, 0]",-0.025101597500000017,0.5,0.0,0.0,1.0040639000000007,0.0,0.0,100.0,0.0,2.7680639000000005,2.7680639000000005,1.7639999999999998,2.7680639000000005,False,{}
2019-02-04 04:45:00,"[0, 0]",-0.034911432500000006,0.5,0.0,0.0,1.3964573000000002,0.0,0.0,100.0,0.0,3.1604573,3.1604573,1.7639999999999998,3.1604573,False,{}
2019-02-04 05:00:00,"[0, 0]",-0.030811435000000005,0.5,0.0,0.0,1.2324574000000001,0.0,0.0,100.0,0.0,2.9484573999999997,2.9484573999999997,1.7159999999999995,2.9484573999999997,False,{}
2019-02-04 05:15:00,"[0, 0]",-0.039489195000000005,0.5,0.0,0.0,1.5795678000000002,0.0,0.0,100.0,0.0,3.2955677999999997,3.2955677999999997,1.7159999999999995,3.2955677999999997,False,{}
2019-02-04 05:30:00,"[0, 0]",-0.026097880000000014,0.5,0.0,0.0,1.0439152000000005,0.0,0.0,100.0,0.0,2.7599152,2.7599152,1.7159999999999995,2.7599152,False,{}
2019-02-04 05:45:00,"[0, 0]",-0.03112066000000002,0.5,0.0,0.0,1.2448264000000007,0.0,0.0,100.0,0.0,2.9608264,2.9608264,1.7159999999999995,2.9608264,False,{}
2019-02-04 06:00:00,"[0, 0]",-0.03516873750000001,0.5,0.0,0.0,1.4067495000000003,0.0,0.0,100.0,0.0,3.0987495,3.0987495,1.6919999999999995,3.0987495,False,{}
2019-02-04 06:15:00,"[0, 0]",-0.04356453750000002,0.5,0.0,0.0,1.7425815000000007,0.0,0.0,100.0,0.0,3.4345815,3.4345815,1.6919999999999995,3.4345815,False,{}
2019-02-04 06:30:00,"[0, 1]",-0.03927231250000002,0.5,0.0,0.0,1.5708925000000005,0.0,0.0,100.0,0.0,3.2628925,3.2628925,1.6919999999999995,3.2628925,False,{}
2019-02-04 06:45:00,"[0, 0]",-0.04098034750000002,0.5,0.0,0.0,1.6392139000000008,0.0,0.0,100.0,0.0,3.3312139000000003,3.3312139000000003,1.6919999999999995,3.3312139000000003,False,{}
2019-02-04 07:00:00,"[0, 0]",-0.012276165000000018,0.5,0.0,0.0,0.49104660000000067,0.0,0.0,100.0,0.0,3.5550466000000007,3.5550466000000007,3.064,3.5550466000000007,False,{}
2019-02-04 07:15:00,"[0, 0]",-0.006458517499999994,0.5,0.0,0.0,0.25834069999999976,0.0,0.0,100.0,0.0,3.3223407,3.3223407,3.064,3.3223407,False,{}
2019-02-04 07:30:00,"[0, 0]",-0.004183027500000003,0.5,0.0,0.0,0.1673211000000001,0.0,0.0,100.0,0.0,3.2313211,3.2313211,3.064,3.2313211,False,{}
